,ID,Popularity,Duration
预谋邂逅,78KLpj8tmhPto1d1q2FnLI,42.0,256226.0
Drowning,29l0WglBnIAye0K8Ym4gtG,50.0,156765.0
三年二班,62E8ZkIPBg7uJg9gkRJ535,39.0,280386.0
懸日,6zbBfKc4ghXAGtzuXAQptf,45.0,277800.0
住在天狼星的那個人,4Bk3BgijYqulnENTBLVBTo,48.0,265360.0
Forever Young,25sQT3yCEgd1uE6LC9ivcs,49.0,313906.0
喜歡你,4t65MMRZCmeqXc0KukJiJi,44.0,256506.0
下一個天亮 - 第一波 / 韓劇家有七公主片尾曲,0WPWV03zSzOk5oUAmfXVGW,47.0,266185.0
時光機,1VLMuDXMW62TI0cm5ee4FR,41.0,309986.0
喜劇之王,6Lh3qHU2vry05vUEjLKvIb,44.0,261284.0
Stay With You (feat. 孫燕姿) [英文版],4PDffIYrmjgUJvQG0eGTmf,42.0,207133.0
溫柔,1EgGTmmFGtlWuqgXFLrp9x,41.0,269596.0
威廉古堡,09V52TgKoNpp0yGswRV3UD,39.0,236186.0
幸福了 然後呢,6G2IcPtB3fvF4RLyanDBQQ,48.0,307706.0
兄妹,7p7p8AifZ0dxU2shiq9Zd9,43.0,210141.0
無底洞,6vJ97QouNlvgs74MMhxdvw,48.0,242693.0
Three Kingdom Love,4VKVl3wR3qFpZtzWlScvx4,35.0,246173.0
青春修炼手册,7FrSronLW3WJJEVMvyRcdX,42.0,263076.0
好久不見,2RjH2irYXHgci3RvTFKOyf,39.0,250453.0
小鎮姑娘,0Dx4JKy4S1KUL5A60g5MAG,41.0,295666.0
眼泪落下之前(《暗恋·橘生淮南》电影插曲),1Z8uGJZzdrsAsuYssa8flY,40.0,262176.0
如果雲知道,2oPruu9Mf53XmEkwHNPkx9,42.0,330533.0
無眠,3T92vFz5uqaI1LPmBr6G9l,44.0,224813.0
還願,2Wew8zqBUtIXwZnxpIHdSf,39.0,225194.0
春泥,126sFLTpIW0IlvuRPVNB95,43.0,254800.0
堅持到底,3OUu5vlYe1YGdaLjfOff6v,45.0,245954.0
眼淚成詩,4ZwdG5w5j31LAll9jHvvtR,42.0,221200.0
天灰,7rkRDQj2ASyqEMWVASQGZQ,41.0,243346.0
"陪你度過漫長歲月 - ""陪安東尼度過漫長歲月""電影主題曲",5kcvIemT29FwXaHvp6W5iA,38.0,242400.0
我是如此相信,4olLtprgPPGUJK4P5bRcgI,40.0,266382.0
你給我聽好,1hzG75FpGksAvkeSg6SDj6,45.0,288400.0
友情歲月,6AjARrb0g2jgGLpm0gOAYx,42.0,224880.0
Storm - English Version,4YiLuz7hZ6ysG5iJxNlDmX,41.0,229021.0
愛情教會我們的事,5rpg3gTAg1skfIL11ZcLeD,47.0,294053.0
分手快樂,07RT3ZKAlXBMjXEJrN9Uxd,45.0,276326.0
冰雨,4kH3O6ghiJbBCTdNqu0OAq,42.0,274653.0
不浪漫罪名,7FkzBvV1N34y4I2DZIc2bo,40.0,287495.0
聽爸爸的話,7AIX4Hle5cWBt3yU7Prr8y,43.0,263373.0
Nightglow - 崩坏3印象曲,3ODWxpO4S8NaG4nZVbb7Oh,40.0,183468.0
怒放的生命,4Uicbo4zLr3wYFIgHMY9GA,40.0,283840.0
一次就好,1RhvtSmAEe4ehM9qr91mHB,40.0,266805.0
紅,2StAeGaKy1gBOllUoAjqxV,45.0,269245.0
是什麼讓我遇見這樣的你,2nTfy7Mw1imGMKo8EeW4tK,49.0,265093.0
離人,5rwEzOpDovuwZ12wAUbzQi,43.0,295613.0
Kiss Goodbye,3eAYjKCSuZSt8bcCfO29di,42.0,262053.0
是非題,0qkMJO5YJRU22PATHZsH1U,42.0,232973.0
別再想見我,7geIT54duCCwpJWQCPSZg7,47.0,270153.0
恋人未满,1R4nUHJeX005LSpuRakYBD,40.0,276760.0
身騎白馬,5ocA068mvMpA2GFPYQo670,44.0,313186.0
你那麼愛她,6h9km3YJWVABKCV6SVF9LS,49.0,261880.0
當我們一起走過,1aIDmi7GhfDSVGzsPH3cV4,46.0,284853.0
夏天的风,2lxuYIv4SAOudJExrOQjDz,46.0,194000.0
翅膀,1gpyAohAdbon7duegV9FN4,41.0,221946.0
Take Me,7GJMF9VKKuTjHiq3fSNQPi,49.0,164091.0
大開眼戒,6Xs2DFwpoPG5Amy6kG6ZBS,44.0,250934.0
輸情歌,2Ub5ZGPsej0A6YpvzhntLL,46.0,224653.0
天黑黑,6Vdb5GA3Q0zlmrMfHjgUwi,42.0,233733.0
恭喜發財五福來,5UNQ3iaSQHncZIUnbKDuWG,42.0,206484.0
會有那麼一天,6U0fWlBshjYDtaolsU9nNs,42.0,248226.0
笑忘書,2jdnEIuyJfFPvXgIB3eC1T,38.0,267933.0
Personal Angel,5zblxS4ZHlhsTR2LuwTwYh,42.0,259053.0
耿,3tj490skeQo2A36xrzHEYK,43.0,269346.0
記得,6bBs2Ws2YfdSlT3gNC2ZN0,44.0,286239.0
對等關係 (feat. 張惠妹),4PMakIBWXujbe2MIsuZtOc,49.0,327228.0
相見恨晚,61suxeOgSBDfwySo1O3BQ4,39.0,252453.0
