,ID,Popularity,Duration
Bite The Hand,03h0ioes0mfaZIeAO1fV5o,58.0,192070.0
Christmas Kids,40gk32E7YaTFoQwDIWv2SY,58.0,135693.0
In the Morning,4CAdFDe8JiL6P992pHAGwy,58.0,146593.0
"So Alright, Cool, Whatever",47rOmlKHPYyMDM3h6L74Sn,58.0,191360.0
Like This,6cj1qZxN3I2OxvYMDlIsNN,60.0,193461.0
Curses,7wjmdC4OL3l1nh9zQwCpv8,58.0,228853.0
Stuck In The Middle,44TzvSZLIkM7Y7MEnrvkIl,60.0,196133.0
2 / 14,2QwpEi3eNToZCCMMRcOj0u,57.0,163690.0
Freakin' Out On the Interstate,6Fqf0OTfB9VPfYk2HfBhPn,57.0,251906.0
how deep?,1nTzXNZCnZ0T7S8BqkL98r,62.0,154506.0
Saline Solution,0QUgSlWpeW7VCkLmrc58RU,60.0,198112.0
Fallingwater,2CPLGREl5ahzA2WPBMkpxh,57.0,271200.0
best man,3oQtm1NxKg74WWAKeQzlCz,55.0,157365.0
Hotel,3xyr2xfbSZiZWWGsjLyMFh,59.0,134781.0
Two Slow Dancers,0pM91oR6zMZcepPBklxO8Q,59.0,239303.0
Safeword,2c4Est3dxGfn834VReid5d,58.0,216762.0
Starry Eyes,2xfRDWDKOisEXgRnYI58Tb,56.0,206000.0
Reflections,2PtBhfoPZ6VYtXkrE5FrCH,56.0,186440.0
How Good It Is,4XGlpZw4XyOAisQrpodzPn,59.0,194523.0
Just a Boy,1jRUUth3iAmmlSFA174YxZ,56.0,250942.0
That's Life,0WHWD1OwKWBiESxUEqf8x0,58.0,147653.0
Don't,2q9YHakYN697yPpEitqybk,57.0,182066.0
Truly Madly Deeply - Recorded at Spotify Studios NYC,0ApIlfcdY0hVdVEVUyS2Zf,62.0,190392.0
INFERNO,6e2YNCn1sP5eqnUe17vtxv,65.0,133133.0
Finish Line,1FzXRK8g8TxVdL8UjSWaRC,62.0,158048.0
6's to 9's,4DAaQ5InUO23d8yNRbB0Yj,59.0,206073.0
Heat Waves - Slowed,1K2RnVhm3eauKnA8PAcPu1,68.0,262248.0
baseball,5lO1htX1UPjwyItDLurhR5,54.0,198106.0
Heartworks,2y0zJlae50VyzO7NCrQe06,59.0,159754.0
sunburn,4gBkCqlITvat2A3aYPtMqS,60.0,173218.0
Sugar,2joEpsXflccZD0ZwKEdz5m,59.0,176315.0
Everybody Hurts,6PypGyiu0Y2lCDBN1XZEnP,71.0,320266.0
Nova Scotia 500,3OrI7MO3lL6F4dUYS5rCkz,58.0,192542.0
Some Kind Of Drug (feat. Marc E. Bassy),1Bqxj0aH5KewYHKUg1IdrF,59.0,222466.0
Kyouran Hey Kids!!,38kcwx5znepLWCIBID0Bwm,65.0,250973.0
All The Time,0qI1W6chJgvrSAzAkX9JBa,57.0,234973.0
Coffee,30GGIrrJdSNtecPiFcVP5O,58.0,268213.0
When Am I Gonna Lose You,5wCVLW9qMtIY9IkBeyYnh6,58.0,264213.0
OK,0APAKxMXB7jdDs4kw1l30y,60.0,193293.0
Sedona,2a2X0YHfFZtH3CuuNJy1JF,60.0,183600.0
Tangerine,40rOlDoGejXXF4B0BYsjx8,58.0,200583.0
Come Over (Again),4PDJDIdWxNN1AlnbrKkoPf,60.0,254418.0
Televised,35Ki1lvKPC2sFBD3GmKdRG,59.0,194716.0
King of Carrot Flowers Pt. 1,5CU1bbfY1wUPm7fU255Dhf,58.0,120426.0
Cabinet Man,0lrtYwuy37bJzsO2LHz2kj,58.0,262675.0
"Still Falling For You - From ""Bridget Jones's Baby""",3odrUVQ9tvRpkC9II2oWzx,68.0,240867.0
Eyes,1a9czdo8IX5InOiSOg6xpv,58.0,148866.0
Another Day in Paradise,6Xy7bkDe5xz2f7vtlUIjQE,56.0,255000.0
Call It Dreaming,1MxHIIzcTeFnaNsDGY3pfj,62.0,231754.0
Billie Toppy,5jyj2XKWILHQxDoz59ddCT,61.0,195289.0
Lava,2dIeraguJ8SoHDqXfSZelZ,58.0,157303.0
Under My Skin,5oiZiF3fBLHqgTDaH0Pj7M,57.0,199586.0
You Were Meant For Me,7y7aSSTiQfO0Ace4F7yxzE,60.0,254480.0
Tree Among Shrubs,4JYJU761kWJEK91hyug33F,60.0,188301.0
Intermission,4hm33jVolpa22nzhlY72jD,60.0,110181.0
Wildfire,2GQomOm5bdbNnUooS3HEuF,60.0,151913.0
Certainty,3i7XRi2UyvGTdJawJRkVhd,59.0,187388.0
Weatherman,5CmIIBRVQWLX2uXAkuBlS8,60.0,145979.0
feelings are fatal,6GGdkwYk4NXuiIcQD16AZg,59.0,124853.0
Window,42Fm8hxhh8i0Zx0Si7XIxd,60.0,139293.0
OWN MY MIND,71tM20RVoYqUUs9EDOso2v,70.0,191856.0
You're the Only Good Thing in My Life,69BeOEL0DFLwA3WplXJxX5,57.0,275186.0
Potential Breakup Song,6fyzsHCwnt8oL4XgGIMrdN,57.0,218333.0
Rare,3FwSGFXzoODJ3igRA06DhV,58.0,184000.0
12:34 AM,16iNVfWKKZPDjctIcd0KMn,61.0,127000.0
I Think I Like You,6yOxL1xfPkv9Z9zvpNrMDU,57.0,182658.0
I Think I Like You,6yOxL1xfPkv9Z9zvpNrMDU,57.0,182658.0
Affection,4eVNSHRazoHgfYGv3AYFyZ,57.0,311000.0
Cranes in the Sky,48EjSdYh8wz2gBxxqzrsLe,61.0,250973.0
Capsize,2XMTqoHHSH0lvuXrvIEdco,62.0,237706.0
DRUGS,4tVASOccgcigdCfwUamZCh,60.0,159546.0
No Children,5cxnSTLzGD1t9xcdmJYFVB,58.0,168306.0
I Don't Wanna Be Okay Without You,5HKv1sFHbXgmXBih203HxT,66.0,243796.0
Loved You A Little (with Taking Back Sunday and Charlotte Sands),0IPKskRI33eRXjUhNUr9b5,59.0,207280.0
