,ID,Popularity,Duration
Wonderland (From “American Song Contest”),12gIiC7uS9fvSVTvu66YDO,57.0,164723.0
Don't Leave Me,3zIG0WuI5RoJsFYnErkFDU,59.0,227413.0
LOL (Laugh-Out-Loud),6JGm9e7IvRlLlTIPSbrE81,39.0,219533.0
You Were Beautiful,71WZ7yFuwxmQz5jJUpvkGv,61.0,283160.0
Paradigm,2YeteVB8F8UkB5gmRPevLm,56.0,193341.0
Upper Side Dreamin’,6oSCR9n71tmwWL3GFb65Ec,60.0,189402.0
"1, 2, 7 (Time Stops)",3VS1icilHP0rwlhsqx7xem,40.0,216866.0
Filter,2ZXXwpomdj8xBYl352iyKH,62.0,180220.0
Anymore,6GwtJzM3yffZ4FJ39QuUcE,55.0,197701.0
Vitamin,1Mox75f33wtIBVKCe7Zu4K,40.0,184386.0
Hope Not,3eZD5DZGibwxMAOaCMBg3k,58.0,191030.0
Let Me In (20 CUBE),4eOcd47wPU3ixxYw0spREl,61.0,189858.0
Palette (feat. G-DRAGON),3y7ByLZ05tluscOTRgEJ9Y,60.0,217412.0
Playback,6d6vx6R54M58sFgykfivLv,40.0,192546.0
Ring Ding Dong,4vLqN0bIxIQjlet2mIMBnx,58.0,233280.0
Criminal,2KXEE2MsPZLmT38XiyAOpH,57.0,211400.0
CIRCUS (Korean Ver.),3JeLa5o0NxQjQHhVYaTLV0,57.0,194400.0
Flip That,7cHXwaBnIBFUPuP376z07E,56.0,177373.0
Fine,6CdUgvL597jWmW4w8P5kHs,65.0,209157.0
21C/Delta,54FJWt8YIA1IHjmUxuDxwi,53.0,214000.0
Ma City,2wm3oZ5IzWz5tVyo3gFIJq,61.0,256686.0
Black Clouds,3X30uIf1C0PeqKtUHfPkNz,41.0,218400.0
MotoSpeed 24,2HoieslRjno48m3VcZcWB6,57.0,133904.0
UN Village,0WSTInLqMrT9po0LAHpZCJ,58.0,235509.0
Canceled,3TOfcOKNuu6ZPZXJie5msH,54.0,183960.0
We Lost The Summer,1WrScpykT891CZhFThXJtj,57.0,210549.0
"Sorry, I Love You",5kkOHHTccylnkYxDRgDWMs,59.0,177613.0
Suzume,7LHAKF7pBqHch8o6Yo0ad5,64.0,236390.0
Pirate,0Vu5tjvXZX3qtzRiezxLi1,60.0,210013.0
10 Months,3LcFQsZw01tRvjCNLgSmTv,60.0,194220.0
Regular - English Version,4KqPuyZdcjXuRqXSARnt6r,58.0,219106.0
Animal Farm,3gAXVQOR0h7Ks71lsr5MFZ,59.0,203945.0
Tasty,3AKhbkoQ1A1P3wF730tUE0,42.0,214746.0
UP NO MORE,1LiNP5q2thWScdvCRkJ584,57.0,214240.0
"HALA HALA (Hearts Awakened, Live Alive)",4v2BLMhWtVvBnZwuoiKxja,57.0,202097.0
Stay Gold,3Ys2PYl1wyPKQIwyqhP9cQ,63.0,243266.0
Tempo,4EjUFjzi4ErWjklOA3Aslu,58.0,224482.0
Gotta Go,1exnDFdC34GyBcaLt9ZJfX,59.0,221813.0
Close (HAN),7jcpg7osgYWffx9LmLEoZ4,59.0,226106.0
Gold Dust,2kxztgjl4hZ6im43fdn66f,42.0,249613.0
Let Go,1OqDvYVDhJyFZny7XlfIyZ,61.0,299706.0
To My Youth,4gMPlHHAjOQnUrhsuqHivn,64.0,222680.0
"HELLO (NAYEON, MOMO, CHAEYOUNG)",1bXM8imxd31qCecbHgSk9E,57.0,183213.0
Eternally,0RRd7AcCl0HR5gzzRuCMXs,57.0,217374.0
COOL (Your rainbow),6SYVnDzwzMmTGqW13DSiZA,59.0,170400.0
One In A Billion,66wQlkJP6zHNOzRkyo5yZS,61.0,196392.0
Just A Little Bit,3QdjLOemIcMZovVOnvJP7P,61.0,167820.0
I'm Gonna Love You,1jxGBe4s8FwL2ZeNWszVuu,63.0,151733.0
Young Harleezy,4CuZSJLlmUrEfcXUm6pQk9,55.0,224841.0
Ko Ko Bop,5EzitieoPnjyKHAq0gfRMa,61.0,190422.0
Shoot Me,3cl6BsTDeeGRbgug5TXrvg,58.0,175836.0
Beautiful,6mzF8HvHdVrzJNd8M1uFCS,65.0,227583.0
Daydream,1UbjPSgETXPg3bdzYLCrhO,57.0,146226.0
Outro: Tear,27yKZtF7WLdmlLoW8qMssq,59.0,284980.0
Mixtape : Time Out,0OCDOcvQvozjsivREMojzx,59.0,175293.0
ICY,2vdkN2NSQ5mxqNGg7sJUxs,61.0,191142.0
Designer,6AsTTF3L9XIddnLpVBMrO5,43.0,237080.0
Kidult,1kmmKv3L4kGmoPu8aDFOmk,60.0,192893.0
